"","PlotKey","SiteKey.x","SiteID.x","SiteName","PlotID.x","EstablishDate","Season.x","State","County","Directions","AvgPrecip_mm","EcolSite","Soil","ParentMaterial","Slope","Aspect","ESD_SlopeShape","LandscapeType","LandscapeTypeSecondary","MgtUnit","GPSCoordSys","Datum","Zone","Easting","Northing","Elevation_m","RecentWeatherPast12","RecentWeatherPrevious12","DisturbWildfire","DisturbRodents","DisturbMammals","DisturbWater","DisturbWind","DisturbWaterSoilDep","DisturbWindSoilDep","DisturbUndgroundUtils","DisturbOverhdTransLines","DisturbOther","DisturbOtherDesc","WildlifeUse","MgtHistory","OffsiteInfluences","Comments","SpeciesList","DensityList","ESD_Series","Longitude","Latitude","day","lekking","nesting","spring","summer","brood.early","brood.late","winter","acres","Unit_No","Funding","Year_Comp","Treatment","relative.sampling","prism.precip.mm","precip.regime","SiteKey.y","SiteID.y","PlotID.y","Season.y","MethodCategory","IndicatorCategory","Duration","Indicator","HitCategory","Line_n","HitPctAvg","HitPctStDev","year","category","indicator.name","season"
"1044","1306031426162218","1306031425481965","BM","Bald Mountain","06",2013-06-05,"20130101_20131231","NV","Lyon",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",315509,4261640,2026,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Fire 50-100 yrs ago.",NA,"ACHY;ACSP12;AF771;ARAR8;ARHO2;ARTRW8;ASTRAPF;BRTE;CHDO;CHWA2;CRCI2;CRPT;DEPI;ELEL5;EPVI;ERAP;ERCA;ERMI4;ERNI4;ERSP3;GADI2;GRPU3;GRSP;HECO26;JUOS;LUAR3;OPPO;PF604;PF620;PHHO;PHLO2;PIMO;POSE;PPGG;PPSH;PRAN2;PUTR2;RIVE;STEX;TEGL;","EPVI;ERMI4;GRSP;JUOS;PIMO;PPSH;PPTR;PUTR2;TEGL;ARTRW8;PRAN2;ARAR8;",NA,-119.115197333216,38.4840200224574,156,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,387.839996337891,"mesic","1306031425481965","BM","06","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,12,0.0529150262212918,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1045","1306031426201534","1306031425481965","BM","Bald Mountain","07",2013-06-06,"20130101_20131231","NV","Lyon",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",316013,4263660,2402,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;CHVI8;EPVI;PIMO;PPSH;PPTR;PUTR2;RIBES;",NA,-119.109953332098,38.5023163585282,157,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,387.839996337891,"mesic","1306031425481965","BM","07","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,11.3333333333333,0.0416333199893227,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1046","1306031426201534","1306031425481965","BM","Bald Mountain","07",2013-06-06,"20130101_20131231","NV","Lyon",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",316013,4263660,2402,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;CHVI8;EPVI;PIMO;PPSH;PPTR;PUTR2;RIBES;",NA,-119.109953332098,38.5023163585282,157,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,387.839996337891,"mesic","1306031425481965","BM","07","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,11.3333333333333,0.0416333199893227,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1047","1306031426237193","1306031425481965","BM","Bald Mountain","08",2013-06-06,"20130101_20131231","NV","Lyon",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",316710,4264121,2633,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;CHVI8;EPVI;ERMI4;PIMO;PPSH;PPTR;TECA2;",NA,-119.10208590176,38.5066118465968,157,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,324.950012207031,"mesic","1306031425481965","BM","08","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,3.33333333333333,0.0305505046330389,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1048","1306031426237193","1306031425481965","BM","Bald Mountain","08",2013-06-06,"20130101_20131231","NV","Lyon",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",316710,4264121,2633,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;CHVI8;EPVI;ERMI4;PIMO;PPSH;PPTR;TECA2;",NA,-119.10208590176,38.5066118465968,157,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,324.950012207031,"mesic","1306031425481965","BM","08","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,3.33333333333333,0.0305505046330389,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1049","1306101528067742","1306101527261538","DESGYCY","Desatoya GyCy","01",2013-06-11,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430261,4362420,1904,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;EPVI;JUOS;PIMO;PPSH;PPTR;TEGL;",NA,-117.810049850472,39.4084743949888,162,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","01","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,19.3333333333333,0.0461880215351701,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1050","1306101528067742","1306101527261538","DESGYCY","Desatoya GyCy","01",2013-06-11,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430261,4362420,1904,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;EPVI;JUOS;PIMO;PPSH;PPTR;TEGL;",NA,-117.810049850472,39.4084743949888,162,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","01","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,19.3333333333333,0.0461880215351701,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1051","1306101528152250","1306101527261538","DESGYCY","Desatoya GyCy","02",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430185,4362363,1888,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;ERMI4;GRSP;JUOS;PIMO;PPSH;",NA,-117.810926593137,39.4079546856105,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","02","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,14,0.0346410161513775,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1052","1306101528152250","1306101527261538","DESGYCY","Desatoya GyCy","02",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430185,4362363,1888,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;ERMI4;GRSP;JUOS;PIMO;PPSH;",NA,-117.810926593137,39.4079546856105,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","02","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,14,0.0346410161513775,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1053","1306101528361690","1306101527261538","DESGYCY","Desatoya GyCy","03",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430153,4362238,1895,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;GRSP;JUOS;PIMO;PPSH;RIBES;",NA,-117.811285198983,39.4068258668372,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","03","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,12,0.0200000000000001,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1054","1306101528361690","1306101527261538","DESGYCY","Desatoya GyCy","03",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430153,4362238,1895,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;GRSP;JUOS;PIMO;PPSH;RIBES;",NA,-117.811285198983,39.4068258668372,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","03","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,12,0.0200000000000001,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1055","1306101528438715","1306101527261538","DESGYCY","Desatoya GyCy","04",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",430005,4362070,1879,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;GRSP;JUOS;PIMO;PPSH;PPTR;TEGL;",NA,-117.812986506682,39.4053002177027,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,242.809997558594,NA,"1306101527261538","DESGYCY","04","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,10,0.0346410161513775,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1056","1306101528438715","1306101527261538","DESGYCY","Desatoya GyCy","04",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",430005,4362070,1879,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;GRSP;JUOS;PIMO;PPSH;PPTR;TEGL;",NA,-117.812986506682,39.4053002177027,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,242.809997558594,NA,"1306101527261538","DESGYCY","04","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,10,0.0346410161513775,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1057","130610152849435","1306101527261538","DESGYCY","Desatoya GyCy","05",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430000,4362072,1886,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;JUOS;PIMO;PPSH;RIBES;TEGL;",NA,-117.813044785066,39.4053178315243,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,242.809997558594,NA,"1306101527261538","DESGYCY","05","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,8,0.105830052442584,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1058","130610152849435","1306101527261538","DESGYCY","Desatoya GyCy","05",2013-06-12,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",430000,4362072,1886,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;EPVI;JUOS;PIMO;PPSH;RIBES;TEGL;",NA,-117.813044785066,39.4053178315243,163,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,242.809997558594,NA,"1306101527261538","DESGYCY","05","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,8,0.105830052442584,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1059","1306101528552757","1306101527261538","DESGYCY","Desatoya GyCy","06",2013-06-13,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",437375,4343872,2244,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Presence of cattle grazing.",NA,NA,NA,NA,"ARTRT;ARTRV;CHVI8;ERMI4;PIMO;PPSH;PUTR2;RIBES;SYOR2;",NA,-117.725694877377,39.2419005637959,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,299.75,"arid","1306101527261538","DESGYCY","06","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,13.3333333333333,0.0416333199893226,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1060","1306101528552757","1306101527261538","DESGYCY","Desatoya GyCy","06",2013-06-13,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",437375,4343872,2244,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Presence of cattle grazing.",NA,NA,NA,NA,"ARTRT;ARTRV;CHVI8;ERMI4;PIMO;PPSH;PUTR2;RIBES;SYOR2;",NA,-117.725694877377,39.2419005637959,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,299.75,"arid","1306101527261538","DESGYCY","06","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,13.3333333333333,0.0416333199893226,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1061","1306101529009901","1306101527261538","DESGYCY","Desatoya GyCy","07",2013-06-13,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",437452,4343963,2262,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRT;ARTRV;CHVI8;ERMI4;PIMO;PPSH;PUTR2;RIBES;SYOR2;TEGL;",NA,-117.724811111242,39.2427260530927,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,299.75,"arid","1306101527261538","DESGYCY","07","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,13.3333333333333,0.0642910050732863,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1062","1306101529009901","1306101527261538","DESGYCY","Desatoya GyCy","07",2013-06-13,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",437452,4343963,2262,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRT;ARTRV;CHVI8;ERMI4;PIMO;PPSH;PUTR2;RIBES;SYOR2;TEGL;",NA,-117.724811111242,39.2427260530927,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,299.75,"arid","1306101527261538","DESGYCY","07","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,13.3333333333333,0.0642910050732863,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1063","1306101529061676","1306101527261538","DESGYCY","Desatoya GyCy","08",2013-06-13,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442635,4344298,2072,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;CHVI8;EPVI;PIMO;PPSH;PPTR;TEGL;",NA,-117.664782547367,39.2461027923248,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","08","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,8,0.02,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1064","1306101529061676","1306101527261538","DESGYCY","Desatoya GyCy","08",2013-06-13,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442635,4344298,2072,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;CHVI8;EPVI;PIMO;PPSH;PPTR;TEGL;",NA,-117.664782547367,39.2461027923248,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","08","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,8,0.02,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1065","1306101529101135","1306101527261538","DESGYCY","Desatoya GyCy","09",2013-06-13,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442525,4344361,2125,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;EPVI;PIMO;PPSH;PPTR;TEGL;",NA,-117.666062587108,39.2466631626026,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","09","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,5.33333333333333,0.0305505046330389,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1066","1306101529101135","1306101527261538","DESGYCY","Desatoya GyCy","09",2013-06-13,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442525,4344361,2125,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRV;EPVI;PIMO;PPSH;PPTR;TEGL;",NA,-117.666062587108,39.2466631626026,164,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","09","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,5.33333333333333,0.0305505046330389,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1067","130610152915234","1306101527261538","DESGYCY","Desatoya GyCy","10",2013-06-14,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442425,4344831,2210,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRT;ARTRV;PIMO;PPSH;PPTR;TEGL;",NA,-117.667261519162,39.250891398477,165,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","10","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,7.33333333333333,0.023094010767585,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1068","130610152915234","1306101527261538","DESGYCY","Desatoya GyCy","10",2013-06-14,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442425,4344831,2210,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARTRT;ARTRV;PIMO;PPSH;PPTR;TEGL;",NA,-117.667261519162,39.250891398477,165,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","10","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,7.33333333333333,0.023094010767585,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1069","1306101529271077","1306101527261538","DESGYCY","Desatoya GyCy","11",2013-06-14,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",442405,4344665,2171,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;PIMO;PPSH;PPTR;RIBES;",NA,-117.667479112952,39.2493943511392,165,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","11","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,6,0.02,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1070","1306101529271077","1306101527261538","DESGYCY","Desatoya GyCy","11",2013-06-14,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11S",442405,4344665,2171,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;PIMO;PPSH;PPTR;RIBES;",NA,-117.667479112952,39.2493943511392,165,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","11","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,6,0.02,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1071","1306101529338013","1306101527261538","DESGYCY","Desatoya GyCy","12",2013-06-14,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442445,4344510,2148,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;ERNA10;PIMO;PPSH;PPTR;TEGL;",NA,-117.667002344596,39.2480004011175,165,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","12","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,3.33333333333333,0.0416333199893227,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1072","1306101529338013","1306101527261538","DESGYCY","Desatoya GyCy","12",2013-06-14,"20130101_20131231","NV","Lander",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",442445,4344510,2148,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARTRV;ERNA10;PIMO;PPSH;PPTR;TEGL;",NA,-117.667002344596,39.2480004011175,165,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,268.769989013672,"arid","1306101527261538","DESGYCY","12","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,3.33333333333333,0.0416333199893227,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1073","1306101529393147","1306101527261538","DESGYCY","Desatoya GyCy","13",2013-06-19,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",430302,4361865,1934,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARLU;ARTRV;EPVI;ERMI4;JUOS;PIMO;PPSH;PPTR;RIBES;TEGL;",NA,-117.80951584336,39.4034772564032,170,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","13","20130101_20131231","Cover","SpeciesTag","All","Sagebrush","Any Hit",3,4,0.02,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
"1074","1306101529393147","1306101527261538","DESGYCY","Desatoya GyCy","13",2013-06-19,"20130101_20131231","NV","Churchill",NA,0,"UNKNOWN",NA,NA,0,NA,NA,NA,NA,NA,"UTM","WGS84","11s",430302,4361865,1934,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"ARAR8;ARLU;ARTRV;EPVI;ERMI4;JUOS;PIMO;PPSH;PPTR;RIBES;TEGL;",NA,-117.80951584336,39.4034772564032,170,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,318.679992675781,"mesic","1306101527261538","DESGYCY","13","20130101_20131231","Cover","SpeciesTag","Perennial","Sagebrush","Any Hit",3,4,0.02,2013,"Not Meeting","Sagebrush Cover  (%, any hit)","spring"
